"OBJECTID","YEAR_","STATE","AGENCY","UNIT_ID","FIRE_NAME","INC_NUM","ALARM_DATE","CONT_DATE","CAUSE","C_METHOD","OBJECTIVE","GIS_ACRES","COMMENTS","COMPLEX_NAME","IRWINID","FIRE_NUM","COMPLEX_ID","DECADES","Shape__Area","Shape__Length"
1681,2019,"CA","CDF","SLU","MCMILLIAN","00007684","2019/06/12 00:00:00+00","2019/06/12 00:00:00+00",2,1,1,1763.821,"Harrow Bed Striking a Rock","","{ECE6470F-193E-4DCF-9AE9-DBD792AD7913}","","",2010,10840202.4609375,19800.6714623617
1697,2019,"CA","BLM","NOD","W-1 MCDONALD","00004382","2019/08/08 00:00:00+00","2019/08/12 00:00:00+00",1,7,1,1020.325,"","","{0A04F520-2251-4B7A-BF45-D47DC6BD6D49}","","",2010,7250457.42578125,23270.5288632055
1708,2019,"CA","BLM","NOD","R1 RANCH","00004869","2019/08/28 00:00:00+00","2019/09/04 00:00:00+00",1,7,1,3379.286,"","","{6F799B16-61C8-4AAF-82CC-B310CE2E1437}","","",2010,23743970.4648438,38715.9099422219
1715,2019,"CA","BLM","CCD","LONG VALLEY","00030580","2019/08/24 00:00:00+00","2019/08/26 00:00:00+00",14,8,1,2438.542,"WFDSS","","","","",2010,16778183,30802.1398550132
1718,2019,"CA","USF","INF","TABOOSE","00002018","2019/09/04 00:00:00+00","2019/11/23 00:00:00+00",1,1,1,10267.63,"","","{FB038107-3B06-4407-8AEE-D09C0BFD9A0A}","","",2010,65304716.546875,96472.3697032894
1719,2019,"CA","USF","INF","COW","00001435","2019/07/25 00:00:00+00","2019/11/21 00:00:00+00",1,1,1,1875.988,"","","{514B7AAC-D243-4A14-9509-A0BDA0B2C61D}","","",2010,11708995.734375,19277.0241286706
1720,2019,"CA","USF","INF","SPRINGS","00001465","2019/07/26 00:00:00+00","2019/12/18 00:00:00+00",1,1,1,6614.634,"","","{7C161A97-642F-4AFE-9180-08DB35BC2DCB}","","",2010,42987120.578125,31381.9091531774
1726,2019,"CA","USF","KNF","LIME","00007074","2019/09/05 00:00:00+00","2019/12/03 00:00:00+00",1,3,1,1873.937,"","","{75B69E99-7108-4156-8ECE-64DA2CD36C49}","","",2010,13684757.1640625,26282.6431882716
1738,2019,"CA","USF","MDF","LONE","00000836","2019/09/05 00:00:00+00","2019/12/02 00:00:00+00",1,1,1,5737.16,"","","{78671156-FBFB-4BA4-A6AA-5DAC0C7B023F}","","",2010,41766711.4375,34608.9320019071
1759,2019,"CA","USF","SHF","MIDDLE","00001196","2019/09/05 00:00:00+00","2019/12/03 00:00:00+00",1,8,1,1339.595,"","","{20EEC0CB-93DD-4D5E-946D-2349AE51F360}","","",2010,9492952.53515625,20069.2416822559
1761,2019,"CA","USF","SHF","SOUTH","00001209","2019/09/05 00:00:00+00","2019/12/02 00:00:00+00",1,3,1,5333.991,"","","{3C414AA1-6948-4BF3-B6CD-417691D8633E}","","",2010,36952235.1015625,99390.0258406435
1772,2019,"CA","USF","PNF","WALKER","00001324","2019/09/04 00:00:00+00","2020/01/15 00:00:00+00",9,1,1,54614.9,"","","{97BF9798-BD46-46D2-9A24-59E2A1EBF916}","","",2010,378027378.707031,271202.794103285
1775,2019,"CA","USF","ENF","CAPLES","00030945","2019/10/10 00:00:00+00","2019/12/10 00:00:00+00",5,1,1,3441.766,"","","{604CD457-415F-423B-8D85-9F8422A6969A}","","",2010,22905082.1757812,39373.8603051716
1778,2019,"CA","CCO","LAC","TICK","","2019/10/24 00:00:00+00","2019/10/31 00:00:00+00",14,3,1,4581.739,"WFDSshape from GEOMAC, dat from CAL FIRE webS","","","","",2010,27336078.6953125,59174.7200961569
1786,2019,"CA","LRA","LDF","SADDLE RIDGE","00001582","2019/10/10 00:00:00+00","2019/10/31 00:00:00+00",14,7,1,8799.325,"shape from GEOMAC, dat from CAL FIRE web","","","","",2010,52335530.796875,86547.4078324164
1792,2019,"CA","USF","LPF","CAVE","00002908","2019/11/25 00:00:00+00","2019/12/14 00:00:00+00",7,1,1,2597.293,"Updated 2022: Ground truthing & aerial image interpretation","","{3821BA3B-B9A5-45D1-99FC-299B4B452049}","","",2010,15508726.171875,58908.296722205
1795,2019,"CA","FWS","KRR","REFUGE","01918282","2019/05/07 00:00:00+00","2019/05/09 00:00:00+00",2,4,1,3283.456,"L807.  DIGITIZED FROM DIGITALGLOBE (MAXAR) IMAGERY.","","","","",2010,20195636.421875,29450.8226713625
1802,2019,"CA","USF","MDF","TUCKER","00000509","2019/07/28 00:00:00+00","2019/09/16 00:00:00+00",9,4,1,14142.41,"MH73.  ","","{1DAFC388-98C2-401A-849E-C435E3260425}","","",2010,103073147.164062,79831.9830034312
1815,2018,"CA","CDF","BDU","MOFFAT","00005618","2018/04/19 00:00:00+00","2018/04/23 00:00:00+00",4,2,1,1253.925,"","","{C0333574-D707-46EA-BDC7-1B27A08216A1}","","",2010,7904706.43359375,24309.4355784876
1816,2018,"CA","CDF","BDU","PLEASANT","00002752","2018/02/18 00:00:00+00","2018/02/25 00:00:00+00",7,2,1,2075.696,"","","{595595CC-7CDB-4607-B19C-2D631CA9A6F7}","","",2010,13337374.8867188,46746.6499194657
1819,2018,"CA","CDF","BTU","CAMP","00016737","2018/11/08 00:00:00+00","2018/11/26 00:00:00+00",11,1,1,153335.6," ","","{75E64DB8-9B75-4A68-BEDD-67CC62658E38}","","",2010,1051100904.31641,405925.630140314
1846,2018,"CA","CDF","MMU","PLANADA","00012081","2018/06/15 00:00:00+00","2018/06/15 00:00:00+00",2,1,1,4564.095,"","","{17215604-4520-4A08-8501-ACCA0D11A556}","","",2010,29328572.3203125,43900.3234616796
1848,2018,"CA","CDF","MMU","NEES","00008764","2018/05/02 00:00:00+00","2018/05/02 00:00:00+00",2,1,1,1739.069,"","","{2BF1495F-153B-4EAB-99B2-1BF95ACE603D}","","",2010,11010119.078125,21616.1859142886
1862,2018,"CA","LRA","NEU","BUTTE","00018412","2018/07/31 00:00:00+00","2018/08/02 00:00:00+00",14,1,1,1237.57,"","","","","",2010,8349873.21484375,15915.5146924746
1872,2018,"CA","CDF","SHU","HAT ","00008470","2018/08/09 00:00:00+00","2018/08/12 00:00:00+00",9,1,1,1769.335,"","","{D8492A91-9CA9-44E1-8CA6-C7508125A7B0}","","",2010,12582511.421875,26619.4253558603
1877,2018,"CA","CDF","SHU","CARR ","00007808","2018/07/23 00:00:00+00","2018/09/01 00:00:00+00",10,1,1,229651.4," ","","","","",2010,1618694608.19531,515058.517709608
1880,2018,"CA","CDF","SHU","DUMP","00006586","2018/06/24 00:00:00+00","2018/06/27 00:00:00+00",7,1,1,1220.089,"","","","","",2010,8544856.31640625,16247.2678541151
1883,2018,"CA","CDF","TGU","SUN","00009672","2018/10/08 00:00:00+00","2018/10/08 00:00:00+00",10,1,1,3866.888,"","","{C97A6D34-C25A-43A4-A67E-66BFE91443ED}","","",2010,26876415.9726562,32881.6823757307
1885,2018,"CA","CDF","TGU","APPLE","0005555","2018/06/09 00:00:00+00","2018/06/09 00:00:00+00",2,7,1,2725.726,"WELDING, Citation 3 structures burned","","{348E5653-F5E1-4DF9-93FE-15BB8148C299}","","",2010,18778663.2265625,32005.6506756706
1889,2018,"CA","CDF","TGU","CHROME2","00005560","2018/06/09 00:00:00+00","2018/06/09 00:00:00+00",9,7,1,2259.095,"","","{4A017D62-5963-4C0A-BC61-482DCD04AEC0}","","",2010,15427988.4453125,20270.6886114938
1915,2018,"CA","CDF","BEU","TURKEY","00003889","2018/08/06 00:00:00+00","2018/08/07 00:00:00+00",9,1,1,2222.979,"","","{1F7501EC-9552-481D-B71A-0CCE2B257F00}","","",2010,13708617.5976562,18592.6032314531
1981,2018,"CA","CCO","VNC","HILL","00090993","2018/11/08 00:00:00+00","2018/11/22 00:00:00+00",14,7,1,4310.055,"Undetermined 18-0090993","","{CC9B4AD2-BB8D-4A88-97E8-F3329ACF80EE}","","",2010,25567604.078125,46113.656598663
1985,2018,"CA","CCO","KRN","TARINA","01831160","2018/08/03 00:00:00+00","2018/08/04 00:00:00+00",14,1,1,3516.185,"","","{3B026B6F-802D-47C6-860C-0AA15C014616}","","",2010,21457138.8320312,28431.0207163512
2009,2018,"CA","CDF","TCU","WAVERLY","00007477","2018/06/29 00:00:00+00","2018/08/09 00:00:00+00",2,1,1,11759.62,"","","{7CFB6DB5-F811-4022-9F09-3C12DB4D87E7}","","",2010,76775934.109375,80615.1222595405
2041,2018,"CA","CDF","LNU","COUNTY","00009502","2018/06/30 00:00:00+00","2018/07/11 00:00:00+00",14,2,1,89831.15,"","","{CCE570A7-083A-4BDB-9D53-FB97A6125D8E}","","",2010,597104332.3125,213735.978033283
2044,2018,"CA","CDF","LNU","NELSON","00012354","2018/08/10 00:00:00+00","2018/08/12 00:00:00+00",9,2,1,2158.429,"","","{E6A2529F-3381-4DC8-ADA1-15C44DD0B373}","","",2010,14209554.0898438,20988.6005672452
2053,2018,"CA","CDF","LNU","SNELL","0014193","2018/09/08 00:00:00+00","2018/09/15 00:00:00+00",14,2,1,2488.218,"","","{1848E7C2-F38E-4C15-983E-42939F378157}","","",2010,16563853.3007812,24727.2857809401
2054,2018,"CA","CDF","LNU","RIVER","00008653","2018/07/27 00:00:00+00","2018/08/10 00:00:00+00",14,7,1,48920.39,"","MENDOCINO COMPLEX","","","",2010,328776999.53125,123952.417928182
2055,2018,"CA","CDF","LNU","RANCH","00008646","2018/07/27 00:00:00+00","2018/09/19 00:00:00+00",9,7,1,410202.5,"","MENDOCINO COMPLEX","","","",2010,2774859060.70703,450086.79010666
